id,date,title,keywords,paper_url,code_url,code_repo,stars_badge,recommendation,section,problem,method,core_idea,system_component,hardware_target,benchmark_dataset,benchmark_metric,implementation_status,reproducibility_level,limitation,evidence_grade
177,2023.06,[H2O] H2O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models(@Rice University etc),H2O,https://arxiv.org/pdf/2306.14048.pdf,https://github.com/FMInference/H2O,H2O,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,H2O: Heavy-Hitter Oracle for Efficient Generative Inference of Large Language Models(@Rice University etc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
178,2023.06,[QK-Sparse/Dropping Attention] Faster Causal Attention Over Large Sequences Through Sparse Flash Attention(@EPFL etc),QK-Sparse/Dropping Attention,https://arxiv.org/pdf/2306.01160.pdf,https://github.com/epfml/dynamic-sparse-flash-attention,dynamic-sparse-flash-attention,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Faster Causal Attention Over Large Sequences Through Sparse Flash Attention(@EPFL etc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
179,2023.08,[Chunked Prefills] SARATHI: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills(@Microsoft etc),Chunked Prefills,https://arxiv.org/pdf/2308.16369.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,SARATHI: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills(@Microsoft etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
180,2023.09,[**PagedAttention**] Efficient Memory Management for Large Language  Model Serving with PagedAttention(@UC Berkeley etc),PagedAttention,https://arxiv.org/pdf/2309.06180.pdf,https://github.com/vllm-project/vllm,vllm,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Efficient Memory Management for Large Language  Model Serving with PagedAttention(@UC Berkeley etc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
181,2023.09,[KV Cache FP8 + WINT4] Exploration on LLM inference performance optimization(@HPC4AI),KV Cache FP8 + WINT4,https://zhuanlan.zhihu.com/p/653735572,,,False,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Exploration on LLM inference performance optimization(@HPC4AI),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,derived_analysis
182,2023.10,[**TensorRT-LLM KV Cache FP8**] NVIDIA TensorRT LLM(@NVIDIA),TensorRT-LLM KV Cache FP8,https://nvidia.github.io/TensorRT-LLM/precision.html,https://github.com/NVIDIA/TensorRT-LLM,TensorRT-LLM,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,NVIDIA TensorRT LLM(@NVIDIA),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
183,2023.10,[**Adaptive KV Cache Compress**] MODEL TELLS YOU WHAT TO DISCARD: ADAPTIVE KV CACHE COMPRESSION FOR LLMS(@illinois.edu&microsoft),Adaptive KV Cache Compress,https://arxiv.org/pdf/2310.01801.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,MODEL TELLS YOU WHAT TO DISCARD: ADAPTIVE KV CACHE COMPRESSION FOR LLMS(@illinois.edu&microsoft),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
184,2023.10,[CacheGen] CacheGen: Fast Context Loading for Language Model Applications(@Chicago University&Microsoft),CacheGen,https://arxiv.org/pdf/2310.07240.pdf,https://github.com/LMCache/LMCache,LMCache,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,CacheGen: Fast Context Loading for Language Model Applications(@Chicago University&Microsoft),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
185,2023.12,[KV-Cache Optimizations] Leveraging Speculative Sampling and KV-Cache Optimizations Together for Generative AI using OpenVINO(@Haim Barad etc),KV-Cache Optimizations,https://arxiv.org/pdf/2311.04951.pdf,,,False,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Leveraging Speculative Sampling and KV-Cache Optimizations Together for Generative AI using OpenVINO(@Haim Barad etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
186,2023.12,[KV Cache Compress with LoRA] Compressed Context Memory for Online Language Model Interaction (@SNU & NAVER AI),KV Cache Compress with LoRA,https://arxiv.org/pdf/2312.03414.pdf,https://github.com/snu-mllab/Context-Memory,Compressed-Context-Memory,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Compressed Context Memory for Online Language Model Interaction (@SNU & NAVER AI),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
187,2023.12,[**RadixAttention**] Efficiently Programming Large Language Models using SGLang(@Stanford University etc),RadixAttention,https://arxiv.org/pdf/2312.07104,https://github.com/sgl-project/sglang,sglang,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Efficiently Programming Large Language Models using SGLang(@Stanford University etc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
188,2024.01,[**DistKV-LLM**] Infinite-LLM: Efficient LLM Service for Long Context with DistAttention and Distributed KVCache(@Alibaba etc),DistKV-LLM,https://arxiv.org/pdf/2401.02669.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Infinite-LLM: Efficient LLM Service for Long Context with DistAttention and Distributed KVCache(@Alibaba etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
189,2024.02,[Prompt Caching] Efficient Prompt Caching via Embedding Similarity(@UC Berkeley),Prompt Caching,https://arxiv.org/pdf/2402.01173.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Efficient Prompt Caching via Embedding Similarity(@UC Berkeley),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
190,2024.02,[Less] Get More with LESS: Synthesizing Recurrence with KV Cache Compression for Efficient LLM Inference(@CMU etc),Less,https://arxiv.org/pdf/2402.09398.pdf,,,False,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Get More with LESS: Synthesizing Recurrence with KV Cache Compression for Efficient LLM Inference(@CMU etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
191,2024.02,[MiKV] No Token Left Behind: Reliable KV Cache Compression via Importance-Aware Mixed Precision Quantization(@KAIST),MiKV,https://arxiv.org/pdf/2402.18096.pdf,,,False,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,No Token Left Behind: Reliable KV Cache Compression via Importance-Aware Mixed Precision Quantization(@KAIST),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
192,2024.02,[**Shared Prefixes**] Hydragen: High-Throughput LLM Inference with Shared Prefixes,Shared Prefixes,https://arxiv.org/pdf/2402.05099.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Hydragen: High-Throughput LLM Inference with Shared Prefixes,KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
193,2024.02,[**ChunkAttention**] ChunkAttention: Efficient Self-Attention with Prefix-Aware KV Cache and Two-Phase Partition(@microsoft.com),ChunkAttention,https://arxiv.org/pdf/2402.15220,https://github.com/microsoft/chunk-attention,chunk-attention,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,ChunkAttention: Efficient Self-Attention with Prefix-Aware KV Cache and Two-Phase Partition(@microsoft.com),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
194,2024.03,[QAQ] QAQ: Quality Adaptive Quantization for LLM KV Cache(@@smail.nju.edu.cn),QAQ,https://arxiv.org/pdf/2403.04643.pdf,https://github.com/ClubieDong/QAQ-KVCacheQuantization,QAQ-KVCacheQuantization,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,QAQ: Quality Adaptive Quantization for LLM KV Cache(@@smail.nju.edu.cn),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
195,2024.03,[DMC] Dynamic Memory Compression: Retrofitting LLMs for Accelerated Inference(@NVIDIA etc),DMC,https://arxiv.org/pdf/2403.09636.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Dynamic Memory Compression: Retrofitting LLMs for Accelerated Inference(@NVIDIA etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
196,2024.03,[Keyformer] Keyformer: KV Cache reduction through key tokens selection for Efficient Generative Inference(@ece.ubc.ca etc),Keyformer,https://arxiv.org/pdf/2403.09054.pdf,https://github.com/d-matrix-ai/keyformer-llm,Keyformer,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Keyformer: KV Cache reduction through key tokens selection for Efficient Generative Inference(@ece.ubc.ca etc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
197,2024.03,[FASTDECODE] FASTDECODE: High-Throughput GPU-Efficient LLM Serving using Heterogeneous(@Tsinghua University),FASTDECODE,https://arxiv.org/pdf/2403.11421.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,FASTDECODE: High-Throughput GPU-Efficient LLM Serving using Heterogeneous(@Tsinghua University),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
198,2024.03,[Sparsity-Aware KV Caching] ALISA: Accelerating Large Language Model Inference via Sparsity-Aware KV Caching(@ucf.edu),Sparsity-Aware KV Caching,https://arxiv.org/pdf/2403.17312.pdf,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,ALISA: Accelerating Large Language Model Inference via Sparsity-Aware KV Caching(@ucf.edu),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
199,2024.03,[GEAR] GEAR: An Efficient KV Cache Compression Recipe for Near-Lossless Generative Inference of LLM(@gatech.edu),GEAR,https://arxiv.org/pdf/2403.05527,https://github.com/opengear-project/GEAR,GEAR,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,GEAR: An Efficient KV Cache Compression Recipe for Near-Lossless Generative Inference of LLM(@gatech.edu),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
200,2024.04,[SqueezeAttention] SQUEEZEATTENTION: 2D Management of KV-Cache in LLM Inference via Layer-wise Optimal Budget(@lzu.edu.cn etc),SqueezeAttention,https://arxiv.org/pdf/2404.04793.pdf,https://github.com/hetailang/SqueezeAttention,SqueezeAttention,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,SQUEEZEATTENTION: 2D Management of KV-Cache in LLM Inference via Layer-wise Optimal Budget(@lzu.edu.cn etc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
201,2024.04,[SnapKV] SnapKV: LLM Knows What You are Looking for Before Generation(@UIUC),SnapKV,https://arxiv.org/pdf/2404.14469,https://github.com/FasterDecoding/SnapKV,SnapKV,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,SnapKV: LLM Knows What You are Looking for Before Generation(@UIUC),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
202,2024.05,[vAttention] vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention(@Microsoft Research India),vAttention,https://arxiv.org/pdf/2405.04437,https://github.com/microsoft/vattention,vAttention,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,vAttention: Dynamic Memory Management for Serving LLMs without PagedAttention(@Microsoft Research India),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
203,2024.05,[KVCache-1Bit] KV Cache is 1 Bit Per Channel: Efficient Large Language Model Inference with Coupled Quantization(@Rice University),KVCache-1Bit,https://arxiv.org/pdf/2405.03917,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,KV Cache is 1 Bit Per Channel: Efficient Large Language Model Inference with Coupled Quantization(@Rice University),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
204,2024.05,[KV-Runahead] KV-Runahead: Scalable Causal LLM Inference by Parallel Key-Value Cache Generation(@Apple etc),KV-Runahead,https://arxiv.org/pdf/2405.05329,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,KV-Runahead: Scalable Causal LLM Inference by Parallel Key-Value Cache Generation(@Apple etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
205,2024.05,[ZipCache] ZipCache: Accurate and Efficient KV Cache Quantization with Salient Token Identification(@Zhejiang University etc),ZipCache,https://arxiv.org/pdf/2405.14256,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,ZipCache: Accurate and Efficient KV Cache Quantization with Salient Token Identification(@Zhejiang University etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
206,2024.05,[MiniCache] MiniCache: KV Cache Compression in Depth Dimension for Large Language Models(@ZIP Lab),MiniCache,https://arxiv.org/pdf/2405.14366,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,MiniCache: KV Cache Compression in Depth Dimension for Large Language Models(@ZIP Lab),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
207,2024.05,[CacheBlend] CacheBlend: Fast Large Language Model Serving with Cached Knowledge Fusion(@University of Chicago),CacheBlend,https://arxiv.org/pdf/2405.16444,https://github.com/LMCache/LMCache,LMCache,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,CacheBlend: Fast Large Language Model Serving with Cached Knowledge Fusion(@University of Chicago),KV cache,Mobile/Edge,unverified,unverified,open_source,high,None identified,verified_by_code
208,2024.06,[CompressKV] Effectively Compress KV Heads for LLM(@alibaba etc),CompressKV,https://arxiv.org/pdf/2406.07056,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Effectively Compress KV Heads for LLM(@alibaba etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
209,2024.06,[MemServe] MemServe: Context Caching for Disaggregated LLM Serving with Elastic Memory Pool(@Huawei Cloud etc),MemServe,https://arxiv.org/pdf/2406.17565,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,MemServe: Context Caching for Disaggregated LLM Serving with Elastic Memory Pool(@Huawei Cloud etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
210,2024.07,[MLKV] MLKV: Multi-Layer Key-Value Heads for Memory Efficient Transformer Decoding(@Institut Teknologi Bandung),MLKV,https://arxiv.org/pdf/2406.09297,https://github.com/zaydzuhri/pythia-mlkv,pythia-mlkv,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,MLKV: Multi-Layer Key-Value Heads for Memory Efficient Transformer Decoding(@Institut Teknologi Bandung),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
211,2024.07,[ThinK] ThinK: Thinner Key Cache by Query-Driven Pruning(@Salesforce AI Research etc),ThinK,https://arxiv.org/pdf/2407.21018,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,ThinK: Thinner Key Cache by Query-Driven Pruning(@Salesforce AI Research etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
212,2024.07,[Palu] Palu: Compressing KV-Cache with Low-Rank Projection(@nycu.edu.tw),Palu,https://arxiv.org/pdf/2407.21118,https://github.com/shadowpa0327/Palu,Palu,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Palu: Compressing KV-Cache with Low-Rank Projection(@nycu.edu.tw),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
213,2024.08,[Zero-Delay QKV Compression] Zero-Delay QKV Compression for Mitigating KV Cache and Network Bottlenecks in LLM Inference(@University of Virginia),Zero-Delay QKV Compression,https://arxiv.org/pdf/2408.04107,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Zero-Delay QKV Compression for Mitigating KV Cache and Network Bottlenecks in LLM Inference(@University of Virginia),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
214,2024.09,[**AlignedKV**] AlignedKV: Reducing Memory Access of KV-Cache with Precision-Aligned Quantization(@Tsinghua University),AlignedKV,https://arxiv.org/pdf/2409.16546,https://github.com/AlignedQuant/AlignedKV,AlignedKV,True,1,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,AlignedKV: Reducing Memory Access of KV-Cache with Precision-Aligned Quantization(@Tsinghua University),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
215,2024.10,[**LayerKV**] Optimizing Large Language Model Serving with Layer-wise KV Cache Management(@Ant Group),LayerKV,https://arxiv.org/pdf/2410.00428,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Optimizing Large Language Model Serving with Layer-wise KV Cache Management(@Ant Group),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
216,2024.10,[**AdaKV**] Ada-KV: Optimizing KV Cache Eviction by Adaptive Budget Allocation for Efficient LLM Inference (@USTC),AdaKV,https://arxiv.org/abs/2407.11550,https://github.com/FFY0/AdaKV,AdaKV,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Ada-KV: Optimizing KV Cache Eviction by Adaptive Budget Allocation for Efficient LLM Inference (@USTC),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
217,2024.11,[**KV Cache Recomputation**] Efficient LLM Inference with I/O-Aware Partial KV Cache Recomputation(@University of Southern California),KV Cache Recomputation,https://arxiv.org/pdf/2411.17089,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Efficient LLM Inference with I/O-Aware Partial KV Cache Recomputation(@University of Southern California),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
218,2024.12,[**ClusterKV**] ClusterKV: Manipulating LLM KV Cache in Semantic Space for Recallable Compression(@sjtu),ClusterKV,https://arxiv.org/pdf/2412.03213,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,ClusterKV: Manipulating LLM KV Cache in Semantic Space for Recallable Compression(@sjtu),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
219,2024.12,[**DynamicKV**] DynamicKV: Task-Aware Adaptive KV Cache Compression for Long Context LLMs(@xiabinzhou0625 etc),DynamicKV,https://arxiv.org/pdf/2412.14838,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,DynamicKV: Task-Aware Adaptive KV Cache Compression for Long Context LLMs(@xiabinzhou0625 etc),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
220,2025.02,"[**DynamicLLaVA**] [ICLR2025] Dynamic-LLaVA: Efficient Multimodal Large Language Models via Dynamic Vision-language Context Sparsification (@ECNU, Xiaohongshu)",DynamicLLaVA; ICLR2025,https://arxiv.org/pdf/2412.00876,https://github.com/Osilly/dynamic_llava,DynamicLLaVA,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,"Dynamic-LLaVA: Efficient Multimodal Large Language Models via Dynamic Vision-language Context Sparsification (@ECNU, Xia",KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
221,2025.02,[**CacheCraft**] Cache-Craft: Managing Chunk-Caches for Efficient Retrieval-Augmented Generation(@Adobe Research),CacheCraft,https://www.arxiv.org/pdf/2502.15734,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Cache-Craft: Managing Chunk-Caches for Efficient Retrieval-Augmented Generation(@Adobe Research),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
222,2025.04,[**KV Cache Prefetch**] Accelerating LLM Inference Throughput via Asynchronous KV Cache Prefetching(@Alibaba),KV Cache Prefetch,https://arxiv.org/pdf/2504.06319,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Accelerating LLM Inference Throughput via Asynchronous KV Cache Prefetching(@Alibaba),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
223,2025.05,[**KVzip**] KVzip: Query-Agnostic KV Cache Compression with Context Reconstruction (@SNU),KVzip,https://arxiv.org/abs/2505.23416,https://github.com/snu-mllab/KVzip,KVzip,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,KVzip: Query-Agnostic KV Cache Compression with Context Reconstruction (@SNU),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
224,2025.06,[**Inference-Time Hyper-Scaling**] Inference-Time Hyper-Scaling with KV Cache Compression (@NVIDIA),Inference-Time Hyper-Scaling,https://arxiv.org/pdf/2506.05345,,,False,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Inference-Time Hyper-Scaling with KV Cache Compression (@NVIDIA),KV cache,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
225,2026.03,[**AVP**] Agent Vector Protocol: Cross-Model KV-Cache Transfer via Vocabulary-Mediated Projection (@VectorArc),AVP,https://github.com/VectorArc/avp-spec,https://github.com/VectorArc/avp-python,avp-python,True,2,KV Cache Scheduling/Quantize/Dropping,KV cache memory optimization,KV cache management,Agent Vector Protocol: Cross-Model KV-Cache Transfer via Vocabulary-Mediated Projection (@VectorArc),KV cache,NVIDIA GPU,unverified,unverified,open_source,high,None identified,verified_by_code
226,2023.04,[**Selective-Context**] Compressing Context to Enhance Inference Efficiency of Large Language Models(@Surrey),Selective-Context,https://arxiv.org/pdf/2310.06201.pdf,,,True,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,Compressing Context to Enhance Inference Efficiency of Large Language Models(@Surrey),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
227,2023.05,[**AutoCompressor**] Adapting Language Models to Compress Contextss(@Princeton),AutoCompressor,https://arxiv.org/pdf/2305.14788.pdf,,,True,1,Prompt/Context Compression,Reducing prompt/context token count,Context compression,Adapting Language Models to Compress Contextss(@Princeton),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
228,2023.10,[**LLMLingua**] LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models(@Microsoft),LLMLingua,https://arxiv.org/pdf/2310.05736.pdf,,,True,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models(@Microsoft),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
229,2023.10,[**LongLLMLingua**] LongLLMLingua: Accelerating and Enhancing LLMs in Long Context Scenarios via Prompt Compression(@Microsoft),LongLLMLingua,https://arxiv.org/abs/2310.06839,,,True,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,LongLLMLingua: Accelerating and Enhancing LLMs in Long Context Scenarios via Prompt Compression(@Microsoft),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
230,2024.03,[**LLMLingua-2**] LLMLingua-2: Data Distillation for Efficient and Faithful Task-Agnostic Prompt Compression(@Microsoft),LLMLingua-2,https://arxiv.org/pdf/2403.12968.pdf,,,True,1,Prompt/Context Compression,Reducing prompt/context token count,Context compression,LLMLingua-2: Data Distillation for Efficient and Faithful Task-Agnostic Prompt Compression(@Microsoft),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
231,2024.08,[**500xCompressor**] 500xCompressor: Generalized Prompt Compression for Large Language Models(@University of Cambridge),500xCompressor,https://arxiv.org/pdf/2408.03094,,,False,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,500xCompressor: Generalized Prompt Compression for Large Language Models(@University of Cambridge),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
232,2024.08,[**Eigen Attention**] Eigen Attention: Attention in Low-Rank Space for KV Cache Compression(@purdue.edu),Eigen Attention,https://arxiv.org/pdf/2408.05646,,,False,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,Eigen Attention: Attention in Low-Rank Space for KV Cache Compression(@purdue.edu),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
233,2024.09,[**Prompt Compression**] Prompt Compression with Context-Aware Sentence Encoding for Fast and Improved LLM Inference(@Alterra AI),Prompt Compression,https://arxiv.org/pdf/2409.01227,,,False,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,Prompt Compression with Context-Aware Sentence Encoding for Fast and Improved LLM Inference(@Alterra AI),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
234,2024.09,[**Context Distillation**] Efficient LLM Context Distillation(@gatech.edu),Context Distillation,https://arxiv.org/pdf/2409.01930,,,False,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,Efficient LLM Context Distillation(@gatech.edu),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
235,2024.09,[**CRITIPREFILL**] CRITIPREFILL: A SEGMENT-WISE CRITICALITYBASED APPROACH FOR PREFILLING ACCELERATION IN LLMS(@OPPO),CRITIPREFILL,https://arxiv.org/pdf/2409.12490,,,True,1,Prompt/Context Compression,Reducing prompt/context token count,Context compression,CRITIPREFILL: A SEGMENT-WISE CRITICALITYBASED APPROACH FOR PREFILLING ACCELERATION IN LLMS(@OPPO),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
236,2024.10,"[**KV-COMPRESS**] PAGED KV-CACHE COMPRESSION WITH VARIABLE COMPRESSION RATES PER ATTENTION HEAD(@Cloudflare, inc.)",KV-COMPRESS,https://arxiv.org/pdf/2410.00161,,,True,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,"PAGED KV-CACHE COMPRESSION WITH VARIABLE COMPRESSION RATES PER ATTENTION HEAD(@Cloudflare, inc.)",Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
237,2024.10,[**LORC**] Low-Rank Compression for LLMs KV Cache with a Progressive Compression Strategy(@gatech.edu),LORC,https://arxiv.org/pdf/2410.03111,,,False,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,Low-Rank Compression for LLMs KV Cache with a Progressive Compression Strategy(@gatech.edu),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
238,2025.11,[**KVTC**] KV Cache Transform Coding for Compact Storage in LLM Inference (@NVIDIA),KVTC,https://arxiv.org/pdf/2511.01815,,,False,2,Prompt/Context Compression,Reducing prompt/context token count,Context compression,KV Cache Transform Coding for Compact Storage in LLM Inference (@NVIDIA),Input processing,NVIDIA GPU,unverified,unverified,paper_only,low,No public code repository,verified_by_paper
